complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?
3000119,2024-08-06 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,MI,12345,,Consent provided,Web,2024-08-11 19:10:40.896439,,Yes,Yes
3000120,2024-08-21 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NC,12345,,Consent provided,Web,2024-08-26 19:10:40.896439,Closed with explanation,Yes,Yes
3000121,2025-11-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2025-11-24 19:10:40.896439,Closed with explanation,Yes,nan
3000122,2025-08-15 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,IL,12345,,Consent provided,Web,2025-08-26 19:10:40.896439,Closed with explanation,Yes,No
3000123,2026-01-29 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2026-01-30 19:10:40.896439,Closed with explanation,Yes,No
3000124,2026-07-02 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,PA,12345,,Consent provided,Web,2026-07-09 19:10:40.896439,Untimely response,Yes,No
3000125,2024-10-11 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,IL,12345,,Consent provided,Web,2024-10-24 19:10:40.896439,Closed with explanation,Yes,nan
3000126,2026-05-19 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,NC,12345,,Consent provided,Web,2026-06-02 19:10:40.896439,Closed with explanation,Yes,No
3000127,2026-06-30 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,OH,12345,,Consent provided,Web,2026-07-14 19:10:40.896439,Closed with explanation,Yes,Yes
3000128,2026-01-02 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Equifax,FL,12345,,Consent provided,Web,2026-01-06 19:10:40.896439,Closed with explanation,Yes,nan
3000129,2026-03-09 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,IL,12345,,Consent provided,Web,2026-03-13 19:10:40.896439,Closed with explanation,Yes,Yes
3000130,2025-10-09 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2025-10-10 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3000131,2026-04-08 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,TX,12345,,Consent provided,Web,2026-04-11 19:10:40.896439,Closed with explanation,Yes,No
3000132,2024-07-09 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,OH,12345,,Consent provided,Web,2024-07-20 19:10:40.896439,Closed with explanation,Yes,Yes
3000133,2025-02-07 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,NC,12345,,Consent provided,Web,2025-02-15 19:10:40.896439,In progress,Yes,No
3000134,2025-11-19 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,MI,12345,,Consent provided,Web,2025-11-27 19:10:40.896439,In progress,Yes,No
3000135,2025-08-06 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2025-08-11 19:10:40.896439,Closed with explanation,No,No
3000136,2025-08-01 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,IL,12345,,Consent provided,Web,2025-08-11 19:10:40.896439,Closed with explanation,Yes,No
3000137,2025-01-27 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,GA,12345,,Consent provided,Web,2025-02-10 19:10:40.896439,Closed with explanation,Yes,No
3000138,2024-07-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NC,12345,,Consent provided,Web,2024-07-27 19:10:40.896439,Closed with explanation,Yes,No
3000139,2026-01-09 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,PA,12345,,Consent provided,Web,2026-01-12 19:10:40.896439,Closed with monetary relief,Yes,nan
3000140,2025-10-08 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NY,12345,,Consent provided,Web,2025-10-22 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3000141,2026-05-26 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NY,12345,,Consent provided,Web,2026-06-05 19:10:40.896439,,Yes,No
3000142,2026-01-30 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,FL,12345,,Consent provided,Web,2026-01-30 19:10:40.896439,Closed with explanation,Yes,No
3000143,2025-03-02 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NC,12345,,Consent provided,Web,2025-03-03 19:10:40.896439,Closed with explanation,Yes,No
3000144,2026-01-19 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,MI,12345,,Consent provided,Web,2026-01-31 19:10:40.896439,Closed with explanation,Yes,No
3000145,2024-10-08 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Equifax,PA,12345,,Consent provided,Web,2024-10-08 19:10:40.896439,In progress,Yes,nan
3000146,2025-11-01 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,GA,12345,,Consent provided,Web,2025-11-08 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3000147,2025-08-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,TX,12345,,Consent provided,Web,2025-08-23 19:10:40.896439,Closed with explanation,No,Yes
3000148,2025-02-20 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2025-03-01 19:10:40.896439,Closed with explanation,No,No
3000149,2026-04-20 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,TX,12345,,Consent provided,Web,2026-05-01 19:10:40.896439,In progress,Yes,Yes
3000150,2024-12-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2024-12-27 19:10:40.896439,Closed with explanation,Yes,nan
3000151,2025-12-27 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,TX,12345,,Consent provided,Web,2025-12-28 19:10:40.896439,Closed with non-monetary relief,Yes,No
3000152,2024-08-09 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NC,12345,,Consent provided,Web,2024-08-14 19:10:40.896439,Closed with explanation,Yes,nan
3000153,2025-12-11 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NC,12345,,Consent provided,Web,2025-12-19 19:10:40.896439,Closed with explanation,Yes,nan
3000154,2024-12-11 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,PA,12345,,Consent provided,Web,2024-12-22 19:10:40.896439,Closed with monetary relief,Yes,nan
3000155,2026-06-03 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,OH,12345,,Consent provided,Web,2026-06-05 19:10:40.896439,Closed with explanation,Yes,Yes
3000156,2025-03-04 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,IL,12345,,Consent provided,Web,2025-03-12 19:10:40.896439,Closed with explanation,Yes,nan
3000157,2024-09-28 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,MI,12345,,Consent provided,Web,2024-09-29 19:10:40.896439,Closed with explanation,Yes,Yes
3000158,2026-02-02 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,CA,12345,,Consent provided,Web,2026-02-12 19:10:40.896439,Closed with explanation,Yes,nan
3000159,2026-05-17 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NY,12345,,Consent provided,Web,2026-05-21 19:10:40.896439,Closed with non-monetary relief,Yes,No
3000160,2026-01-12 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NY,12345,,Consent provided,Web,2026-01-22 19:10:40.896439,Closed with explanation,Yes,nan
3000161,2026-01-29 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,GA,12345,,Consent provided,Web,2026-01-30 19:10:40.896439,Closed with explanation,Yes,No
3000162,2026-04-11 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,IL,12345,,Consent provided,Web,2026-04-17 19:10:40.896439,Closed with explanation,Yes,No
3000163,2024-08-01 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,FL,12345,,Consent provided,Web,2024-08-11 19:10:40.896439,Closed with non-monetary relief,Yes,No
3000164,2026-03-16 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2026-03-25 19:10:40.896439,Closed with explanation,Yes,No
3000165,2026-01-11 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2026-01-25 19:10:40.896439,Closed with explanation,No,No
